دست,بازیکن,کارت‌های دست بازیکن,کارت‌های بازی‌شده,خال حکم,کارت بازی‌شده توسط بازیکن,برنده دست
2,0,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,ملکه دل,1
2,1,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,6 پیک,1
2,2,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,سرباز پیک,1
2,3,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,9 گشنیز,1
3,0,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,8 خشت,0
3,1,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,5 خشت,0
3,2,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,7 خشت,0
3,3,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,2 گشنیز,0
4,0,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,3 پیک,2
4,1,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,ملکه خشت,2
4,2,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,3 گشنیز,2
4,3,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,سرباز گشنیز,2
5,0,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,2 دل,3
5,1,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,7 گشنیز,3
5,2,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,آس خشت,3
5,3,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,8 گشنیز,3
6,0,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,شاه خشت,2
6,1,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,7 دل,2
6,2,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,2 پیک,2
6,3,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,3 دل,2
7,0,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,4 دل,3
7,1,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,10 دل,3
7,2,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,4 پیک,3
7,3,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,سرباز دل,3
8,0,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,سرباز خشت,0
8,1,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,آس دل,0
8,2,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,آس گشنیز,0
8,3,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,3 خشت,0
9,0,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,5 دل,2
9,1,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,4 گشنیز,2
9,2,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,9 پیک,2
9,3,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,شاه پیک,2
10,0,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,9 دل,2
10,1,,"2 خشت, 10 گشنیز, 5 گشنیز, شاه دل, ملکه دل, 6 پیک, سرباز پیک, 9 گشنیز, 8 خشت, 5 خشت, 7 خشت, 2 گشنیز, 3 پیک, ملکه خشت, 3 گشنیز, سرباز گشنیز, 2 دل, 7 گشنیز, آس خشت, 8 گشنیز, شاه خشت, 7 دل, 2 پیک, 3 دل, 4 دل, 10 دل, 4 پیک, سرباز دل, سرباز خشت, آس دل, آس گشنیز, 3 خشت, 5 دل, 4 گشنیز, 9 پیک, شاه پیک, 9 دل, 4 خشت, 8 دل, شاه گشنیز, 8 پیک, 9 خشت, آس پیک, 6 گشنیز, 6 خشت, ملکه گشنیز, ملکه پیک, 10 پیک, 10 خشت, 6 دل, 7 پیک, 5 پیک",پیک,4 خشت,2
